dt.gps.time,Observer.Sample.ID,GPS,Observer,Avistaje.ID,dt-time,Date,Month,Year,Time,Ranging.Meters,Ranging.Deg,Ranging.Pt.of.Ref,AVG.Error,Activity,Immediate.Spread,Overall.Spread,Immediate.Subgroup.Composition,Additional.Group.Members,Group,Subgroup,Notes,utm_x,utm_y,x_disp,y_disp,Adj_x,Adj_y,Average_x,Average_y,Final_x,Final_y,second_x,second_y
11/18/14 GPS PP11 7:00,OS19538,GPS PP11,RR,AV25854,11/18/2014 7:00,11/18/2014,November,2014,7:00,,NA,AB-12-059,,FORAGING/,<25/,<25/,DAO/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/,,D/,Y/,,372376.1769,9930065.741,,,,,372384.3896,9930061.091,372384.3896,9930061.091,,
11/18/14 GPS PP11 7:15,OS19538,GPS PP11,RR,AV25854,11/18/2014 7:15,11/18/2014,November,2014,7:15,,NA,GPSPP11 7:15,,MOVING/FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/,,D/,Y/,,372488.089,9930136.316,,,,,372492.8602,9930133.84,372492.8602,9930133.84,,
11/18/14 GPS PP11 7:30,OS19538,GPS PP11,RR,AV25854,11/18/2014 7:30,11/18/2014,November,2014,7:30,,NA,LL-14-248,,FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/,,D/,Y/,,372570.162,9930240.018,,,,,372565.7066,9930243.671,372565.7066,9930243.671,,
11/18/14 GPS PP11 7:45,OS19538,GPS PP11,RR,AV25854,11/18/2014 7:45,11/18/2014,November,2014,7:45,,NA,LL-14-248,,FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/,,D/,Y/,,372574.3795,9930245.718,,,,,372569.936,9930246.083,372569.936,9930246.083,,
11/18/14 GPS PP11 8:00,OS19538,GPS PP11,RR,AV25854,11/18/2014 8:00,11/18/2014,November,2014,8:00,,NA,LL-14-249,,FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/,,D/,Y/,,372573.3223,9930280.571,,,,,372574.4854,9930276.276,372574.4854,9930276.276,,
11/18/14 GPS PP11 8:15,OS19538,GPS PP11,RR,AV25854,11/18/2014 8:15,11/18/2014,November,2014,8:15,15,10,LL-14-249,,RESTING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/,,D/,Y/,,372582.4248,9930289.721,,,,,372582.1823,9930285.834,372582.1823,9930285.834,,
11/18/14 GPS PP11 8:30,OS19538,GPS PP11,RR,AV25854,11/18/2014 8:30,11/18/2014,November,2014,8:30,15,10,LL-14-249,,RESTING/FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/,,D/,Y/,,372572.156,9930292.617,,,,,372581.8221,9930285.2,372581.8221,9930285.2,,
11/18/14 GPS PP11 8:45,OS19538,GPS PP11,RR,AV25854,11/18/2014 8:45,11/18/2014,November,2014,8:45,,NA,GPSPP11 8:45,,FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/,,D/,Y/,,372548.5952,9930388.069,,,,,372556.3297,9930379.793,372556.3297,9930379.793,,
11/18/14 GPS PP11 9:00,OS19538,GPS PP11,RR,AV25854,11/18/2014 9:00,11/18/2014,November,2014,9:00,,NA,GPSPP11 9:00,,FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/,,D/,Y/,,372519.0856,9930449.274,,,,,372510.9773,9930446.414,372510.9773,9930446.414,,
11/18/14 GPS PP11 9:15,OS19538,GPS PP11,RR,AV25854,11/18/2014 9:15,11/18/2014,November,2014,9:15,,NA,GPSPP11 9:00,,RESTING/FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/,,D/,Y/,,372516.119,9930450.467,,,,,372508.6528,9930461.467,372508.6528,9930461.467,,
11/18/14 GPS PP11 9:30,OS19538,GPS PP11,RR,AV25854,11/18/2014 9:30,11/18/2014,November,2014,9:30,,NA,GPSPP11 9:30,,MOVING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/,,D/,Y/,,372525.2857,9930506.35,,,,,372523.1747,9930510.503,372523.1747,9930510.503,,
11/18/14 GPS PP11 9:45,OS19538,GPS PP11,RR,AV25854,11/18/2014 9:45,11/18/2014,November,2014,9:45,,NA,GPSPP11 9:45,,FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/,,D/,Y/,,372593.6715,9930622.776,,,,,372590.1155,9930617.429,372590.1155,9930617.429,,
11/18/14 GPS PP11 10:00,OS19538,GPS PP11,RR,AV25854,11/18/2014 10:00,11/18/2014,November,2014,10:00,,NA,GPSPP11 10:00,,FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/,,D/,Y/,,372564.9257,9930668.752,,,,,372579.3807,9930668.767,372579.3807,9930668.767,,
11/18/14 GPS PP11 10:15,OS19538,GPS PP11,RR,AV25854,11/18/2014 10:15,11/18/2014,November,2014,10:15,,NA,GPSPP11 10:15,,FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/,,D/,Y/,,372554.4323,9930728.708,,,,,372556.3558,9930730.77,372556.3558,9930730.77,,
11/18/14 GPS PP11 10:30,OS19538,GPS PP11,RR,AV25854,11/18/2014 10:30,11/18/2014,November,2014,10:30,,NA,GPSPP11 10:30,,FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/,,D/,Y/,,372580.1804,9930751.055,,,,,372579.4457,9930753.359,372579.4457,9930753.359,,
11/18/14 GPS PP11 10:45,OS19538,GPS PP11,RR,AV25854,11/18/2014 10:45,11/18/2014,November,2014,10:45,,NA,HARPIA 1550,,MOVING/FORAGING/,<50/,<50/,DLL/DLF/OLV/OLI/DIY/DIT/DAH/DAN/DAR/DAO/DOC/DUK/DIG/DAS/DIC/,,D/,N/,,372505.2751,9930758.248,,,,,372510.1817,9930761.947,372510.1817,9930761.947,,
11/18/14 GPS PP11 11:00,OS19538,GPS PP11,RR,AV25854,11/18/2014 11:00,11/18/2014,November,2014,11:00,,NA,LL-14-260,,FORAGING/,<50/,<50/,DLL/DLF/OLV/OLI/DIY/DIT/DAH/DAN/DAR/DAO/DOC/DUK/DIG/DAS/DIC/,,D/,N/,,372448.9688,9930815.286,,,,,372456.3489,9930821,372456.3489,9930821,,
11/18/14 GPS PP11 11:15,OS19538,GPS PP11,RR,AV25854,11/18/2014 11:15,11/18/2014,November,2014,11:15,,NA,LL-14-260,,FORAGING/,<50/,<50/,DLL/DLF/OLV/OLI/DIY/DIT/DAH/DAN/DAR/DAO/DOC/DUK/DIG/DAS/DIC/,,D/,N/,,372480.0301,9930844.883,,,,,372471.7724,9930831.671,372471.7724,9930831.671,,
11/18/14 GPS PP11 11:30,OS19538,GPS PP11,RR,AV25854,11/18/2014 11:30,11/18/2014,November,2014,11:30,,NA,GPSPP11 11:30,,FORAGING/,<50/,<50/,DLL/DLF/OLV/OLI/DIY/DIT/DAH/DAN/DAR/DAO/DOC/DUK/DIG/DAS/DIC/,,D/,N/,,372464.4342,9930797.628,,,,,372472.373,9930804.733,372472.373,9930804.733,,
11/18/14 GPS PP11 11:45,OS19538,GPS PP11,RR,AV25854,11/18/2014 11:45,11/18/2014,November,2014,11:45,,NA,GPSPP11 11:30,,FORAGING/,<50/,<50/,DLL/DLF/OLV/OLI/DIY/DIT/DAH/DAN/DAR/DAO/DOC/DUK/DIG/DAS/DIC/,,D/,N/,,372442.0368,9930798.645,,,,,372454.3854,9930781.588,372454.3854,9930781.588,,
11/18/14 GPS PP11 12:00,OS19538,GPS PP11,RR,AV25854,11/18/2014 12:00,11/18/2014,November,2014,12:00,,NA,GPSPP11 12:00,,FORAGING/,<75/,<75/,DLL/DLF/OLV/OLI/DIY/DIT/DAH/DAN/DAR/DAO/DOC/DUK/DIG/DAS/DIC/,,D/,N/,,372366.5032,9930788.433,,,,,372408.5743,9930762.911,372408.5743,9930762.911,,
11/18/14 GPS PP11 12:15,OS19538,GPS PP11,RR,AV25854,11/18/2014 12:15,11/18/2014,November,2014,12:15,,NA,GPSPP11 12:15,,FORAGING/,<75/,<75/,DLL/DLF/OLV/OLI/DIY/DIT/DAH/DAN/DAR/DAO/DOC/DUK/DIG/DAS/DIC/,,D/,N/,,372430.2091,9930699.992,,,,,372435.2346,9930679.18,372435.2346,9930679.18,,
11/18/14 GPS PP11 12:30,OS19538,GPS PP11,RR,AV25854,11/18/2014 12:30,11/18/2014,November,2014,12:30,,NA,GPSPP11 12:30,,MOVING/FORAGING/,<75/,<75/,DLL/DLF/OLV/OLI/DIY/DIT/DAH/DAN/DAR/DAO/DOC/DUK/DIG/DAS/DIC/,,D/,N/,,372453.6873,9930619.769,,,,,372417.2978,9930604.943,372417.2978,9930604.943,,
11/18/14 GPS PP11 12:45,OS19538,GPS PP11,RR,AV25854,11/18/2014 12:45,11/18/2014,November,2014,12:45,,NA,GPSPP11 12:45,,FORAGING/,<75/,<75/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372441.8782,9930596.473,,,,,372422.1211,9930595.452,372422.1211,9930595.452,,
11/18/14 GPS PP11 13:00,OS19538,GPS PP11,RR,AV25854,11/18/2014 13:00,11/18/2014,November,2014,13:00,,NA,GPSPP11 12:45,,FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372487.5249,9930612.553,,,,,372463.3737,9930611.972,372463.3737,9930611.972,,
11/18/14 GPS PP11 13:15,OS19538,GPS PP11,RR,AV25854,11/18/2014 13:15,11/18/2014,November,2014,13:15,15,350,LL-08-181,,MOVING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372479.5224,9930671.402,,,,,372481.8614,9930666.495,372481.8614,9930666.495,,
11/18/14 GPS PP11 13:30,OS19538,GPS PP11,RR,AV25854,11/18/2014 13:30,11/18/2014,November,2014,13:30,,NA,GPSPP11 13:30,,MOVING/FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372458.8756,9930718.005,,,,,372466.9801,9930701.543,372466.9801,9930701.543,,
11/18/14 GPS PP11 13:45,OS19538,GPS PP11,RR,AV25854,11/18/2014 13:45,11/18/2014,November,2014,13:45,,NA,GPSPP11 13:45 ,,FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372425.6009,9930764.122,,,,,372442.6251,9930742.49,372442.6251,9930742.49,,
11/18/14 GPS PP11 14:00,OS19538,GPS PP11,RR,AV25854,11/18/2014 14:00,11/18/2014,November,2014,14:00,,NA,GPSPP11 14:00,,MOVING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372425.8587,9930790.167,,,,,372438.2933,9930792.16,372438.2933,9930792.16,,
11/18/14 GPS PP11 14:15,OS19538,GPS PP11,RR,AV25854,11/18/2014 14:15,11/18/2014,November,2014,14:15,,NA,LL-14-185,,FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372388.4515,9930879.348,,,,,372385.2186,9930884.122,372385.2186,9930884.122,,
11/18/14 GPS PP11 14:30,OS19538,GPS PP11,RR,AV25854,11/18/2014 14:30,11/18/2014,November,2014,14:30,,NA,GPSPP11 14:30,,FORAGING/,<75/,<75/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372331.3492,9930907.339,,,,,372333.188,9930912.9,372333.188,9930912.9,,
11/18/14 GPS PP11 14:45,OS19538,GPS PP11,RR,AV25854,11/18/2014 14:45,11/18/2014,November,2014,14:45,,NA,GPSPP11 14:45,,RESTING/FORAGING/,<75/,<75/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372305.8524,9930940.634,,,,,372303.9511,9930943.519,372303.9511,9930943.519,,
11/18/14 GPS PP11 15:00,OS19538,GPS PP11,RR,AV25854,11/18/2014 15:00,11/18/2014,November,2014,15:00,,NA,GPSPP11 15:00,,FORAGING/,<75/,<75/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372287.3184,9930934.428,,,,,372279.8186,9930930.376,372279.8186,9930930.376,,
11/18/14 GPS PP11 15:15,OS19538,GPS PP11,RR,AV25854,11/18/2014 15:15,11/18/2014,November,2014,15:15,,NA,GPSPP11 15:15,,FORAGING/,<75/,<75/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372287.5289,9930910.359,,,,,372273.89,9930897.176,372273.89,9930897.176,,
11/18/14 GPS PP11 15:30,OS19538,GPS PP11,RR,AV25854,11/18/2014 15:30,11/18/2014,November,2014,15:30,,NA,GPSPP11 15:30,,FORAGING/,<75/,<75/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372292.0706,9930969.128,,,,,,,372292.0706,9930969.128,,
11/18/14 GPS PP11 15:45,OS19538,GPS PP11,RR,AV25854,11/18/2014 15:45,11/18/2014,November,2014,15:45,,NA,GPSPP11 15:45,,RESTING/,<75/,<75/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372274.8961,9930985.004,,,,,,,372274.8961,9930985.004,,
11/18/14 GPS PP11 16:00,OS19538,GPS PP11,RR,AV25854,11/18/2014 16:00,11/18/2014,November,2014,16:00,,NA,GPSPP11 16:00,,FORAGING/,<100/,<100/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372242.9877,9931074.923,,,,,,,372242.9877,9931074.923,,
11/18/14 GPS PP11 16:15,OS19538,GPS PP11,RR,AV25854,11/18/2014 16:15,11/18/2014,November,2014,16:15,,NA,GPSPP11 16:15,,FORAGING/,<200/,<200/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372137.7361,9931076.897,,,,,,,372137.7361,9931076.897,,
11/18/14 GPS PP11 16:30,OS19538,GPS PP11,RR,AV25854,11/18/2014 16:30,11/18/2014,November,2014,16:30,,NA,GPSPP11 16:30,,FORAGING/,<200/,<200/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372166.3293,9931067.709,,,,,,,372166.3293,9931067.709,,
11/18/14 GPS PP11 16:45,OS19538,GPS PP11,RR,AV25854,11/18/2014 16:45,11/18/2014,November,2014,16:45,,NA,GPSPP11 16:45,,MOVING/,<200/,<200/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372159.7517,9931019.501,,,,,,,372159.7517,9931019.501,,
11/18/14 GPS PP11 17:00,OS19538,GPS PP11,RR,AV25854,11/18/2014 17:00,11/18/2014,November,2014,17:00,,NA,GPSPP11 17:00,,MOVING/,<100/,<100/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372162.2017,9930981.509,,,,,,,372162.2017,9930981.509,,
11/18/14 GPS PP11 17:15,OS19538,GPS PP11,RR,AV25854,11/18/2014 17:15,11/18/2014,November,2014,17:15,,NA,GPSPP11 17:15,,RESTING/FORAGING/,<100/,<100/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372201.3344,9930979.169,,,,,,,372201.3344,9930979.169,,
11/18/14 GPS PP11 17:30,OS19538,GPS PP11,RR,AV25854,11/18/2014 17:30,11/18/2014,November,2014,17:30,,NA,GPSPP11 17:30,,MOVING/,<75/,<75/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372250.4522,9930938.011,,,,,,,372250.4522,9930938.011,,
11/18/14 GPS PP11 17:45,OS19538,GPS PP11,RR,AV25854,11/18/2014 17:45,11/18/2014,November,2014,17:45,,NA,LL-14-251,,FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372313.1583,9930814.731,,,,,,,372313.1583,9930814.731,,
11/18/14 GPS PP11 18:00,OS19538,GPS PP11,RR,AV25854,11/18/2014 18:00,11/18/2014,November,2014,18:00,15,280,LL-14-251,,RESTING/FORAGING/,<50/,<50/,DAO/DUK/DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIC/DIG/DAS/BAM/,,D/,N/,,372277.1117,9930792.238,,,,,,,372277.1117,9930792.238,,
11/19/14 GPS PP11 6:00,OS19539,GPS PP11,RR,AV25867,11/19/2014 6:00,11/19/2014,November,2014,6:00,,NA,LL-14-251,,FORAGING/,<50/,<50/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/,,D/,N/,,NA,NA,,,,,,,NA,NA,,
11/19/14 GPS PP11 6:15,OS19539,GPS PP11,RR,AV25867,11/19/2014 6:15,11/19/2014,November,2014,6:15,,NA,LL-14-251,,FORAGING/,<50/,<50/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/,,D/,N/,,372296.0452,9930784.424,,,,,,,372296.0452,9930784.424,,
11/19/14 GPS PP11 6:30,OS19539,GPS PP11,RR,AV25867,11/19/2014 6:30,11/19/2014,November,2014,6:30,,NA,LL-14-251,,FORAGING/,<50/,<50/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/,,D/,N/,,372301.2819,9930789.575,,,,,,,372301.2819,9930789.575,,
11/19/14 GPS PP11 6:45,OS19539,GPS PP11,RR,AV25867,11/19/2014 6:45,11/19/2014,November,2014,6:45,10,200,LL-14-251,,RESTING/FORAGING/,<50/,<50/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/,,D/,N/,,372296.4466,9930782.987,,,,,,,372296.4466,9930782.987,,
11/19/14 GPS PP11 7:00,OS19539,GPS PP11,RR,AV25867,11/19/2014 7:00,11/19/2014,November,2014,7:00,20,200,LL-14-251,,FORAGING/,<50/,<50/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/,,D/,N/,,372284.0422,9930741.027,,,,,,,372284.0422,9930741.027,,
11/19/14 GPS PP11 7:15,OS19539,GPS PP11,RR,AV25867,11/19/2014 7:15,11/19/2014,November,2014,7:15,,NA,GPSPP11 7:15,,MOVING/FORAGING/,<50/,<50/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/,,D/,N/,,372298.5492,9930680.747,,,,,,,372298.5492,9930680.747,,
11/19/14 GPS PP11 7:30,OS19539,GPS PP11,RR,AV25867,11/19/2014 7:30,11/19/2014,November,2014,7:30,,NA,GPSPP11 7:30,,MOVING/FORAGING/,<75/,<75/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/,,D/,N/,,372386.3973,9930611.208,,,,,,,372386.3973,9930611.208,,
11/19/14 GPS PP11 7:45,OS19539,GPS PP11,RR,AV25867,11/19/2014 7:45,11/19/2014,November,2014,7:45,,NA,GPSPP11 7:45,,FORAGING/,<75/,<75/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/,,D/,N/,,372387.9162,9930618.309,,,,,,,372387.9162,9930618.309,,
11/19/14 GPS PP11 8:00,OS19539,GPS PP11,RR,AV25867,11/19/2014 8:00,11/19/2014,November,2014,8:00,,NA,GPSPP11 8:00,,FORAGING/,<75/,<75/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/,,D/,N/,,372321.4839,9930686.303,,,,,,,372321.4839,9930686.303,,
11/19/14 GPS PP11 8:15,OS19539,GPS PP11,RR,AV25867,11/19/2014 8:15,11/19/2014,November,2014,8:15,,NA,GPSPP11 8:15,,FORAGING/,<75/,<75/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/,,D/,N/,,372343.1942,9930713.639,,,,,,,372343.1942,9930713.639,,
11/19/14 GPS PP11 8:30,OS19539,GPS PP11,RR,AV25867,11/19/2014 8:30,11/19/2014,November,2014,8:30,,NA,GPSPP11 8:30,,FORAGING/,<75/,<75/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/,,D/,N/,,372316.3023,9930738.319,,,,,,,372316.3023,9930738.319,,
11/19/14 GPS PP11 8:45,OS19539,GPS PP11,RR,AV25867,11/19/2014 8:45,11/19/2014,November,2014,8:45,,NA,LL-14-148,,MOVING/FORAGING/,<50/,<50/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/,,D/,N/,,372347.9637,9930818.489,,,,,,,372347.9637,9930818.489,,
11/19/14 GPS PP11 9:00,OS19539,GPS PP11,RR,AV25867,11/19/2014 9:00,11/19/2014,November,2014,9:00,,NA,GPSPP11 9:00,,FORAGING/,<50/,<50/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/,,D/,N/,,372364.0564,9930865.422,,,,,,,372364.0564,9930865.422,,
11/19/14 GPS PP11 9:15,OS19539,GPS PP11,RR,AV25867,11/19/2014 9:15,11/19/2014,November,2014,9:15,,NA,GPSPP11 9:15,,FORAGING/,<75/,<75/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/,,D/,N/,,372370.7534,9930889.692,,,,,,,372370.7534,9930889.692,,
11/19/14 GPS PP11 9:30,OS19539,GPS PP11,RR,AV25867,11/19/2014 9:30,11/19/2014,November,2014,9:30,,NA,GPSPP11 9:30,,FORAGING/,<75/,<75/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/,,D/,N/,,372400.1717,9930914.716,,,,,,,372400.1717,9930914.716,,
11/19/14 GPS PP11 9:45,OS19539,GPS PP11,RR,AV25867,11/19/2014 9:45,11/19/2014,November,2014,9:45,,NA,GPSPP11 9:45,,MOVING/FORAGING/,<75/,<75/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/,,D/,N/,,372500.2078,9930948.908,,,,,,,372500.2078,9930948.908,,
11/19/14 GPS PP11 10:00,OS19539,GPS PP11,RR,AV25867,11/19/2014 10:00,11/19/2014,November,2014,10:00,,NA,GPSPP11 10:00,,FORAGING/,<75/,<75/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/,,D/,N/,,372461.7602,9930953.956,,,,,,,372461.7602,9930953.956,,
11/19/14 GPS PP11 10:15,OS19539,GPS PP11,RR,AV25867,11/19/2014 10:15,11/19/2014,November,2014,10:15,,NA,GPSPP11 10:15,,FORAGING/,<50/,<50/,DAS/OLV/OLI/DIG/DOC/BAM/,,D/,Y/,,372518.1233,9930968.262,,,,,,,372518.1233,9930968.262,,
11/19/14 GPS PP11 10:30,OS19539,GPS PP11,RR,AV25867,11/19/2014 10:30,11/19/2014,November,2014,10:30,,NA,GPSPP11 10:30,,FORAGING/,<50/,<50/,DAS/OLV/OLI/DIG/DOC/BAM/,,D/,Y/,,372526.2442,9930922.223,,,,,,,372526.2442,9930922.223,,
11/19/14 GPS PP11 10:45,OS19539,GPS PP11,RR,AV25867,11/19/2014 10:45,11/19/2014,November,2014,10:45,,NA,GPSPP11 10:45,,FORAGING/,<50/,<50/,DAS/OLV/OLI/DIG/DOC/BAM/,,D/,Y/,,372532.653,9930878.492,,,,,,,372532.653,9930878.492,,
11/19/14 GPS PP11 11:00,OS19539,GPS PP11,RR,AV25867,11/19/2014 11:00,11/19/2014,November,2014,11:00,,NA,GPSPP11 11:00,,FORAGING/,<50/,<50/,DAS/OLV/OLI/DIG/DOC/BAM/,,D/,Y/,,372634.0975,9930816.867,,,,,,,372634.0975,9930816.867,,
11/19/14 GPS PP11 11:15,OS19539,GPS PP11,RR,AV25867,11/19/2014 11:15,11/19/2014,November,2014,11:15,,NA,GPSPP11 11:15,,MOVING/FORAGING/,<50/,<50/,DAS/OLV/OLI/DIG/DOC/BAM/,,D/,Y/,,372643.2561,9930835.724,,,,,,,372643.2561,9930835.724,,
11/19/14 GPS PP11 11:30,OS19539,GPS PP11,RR,AV25867,11/19/2014 11:30,11/19/2014,November,2014,11:30,,NA,GPSPP11 11:30,,FORAGING/,<50/,<50/,DAS/OLV/OLI/DIG/DOC/BAM/,,D/,Y/,,372703.6432,9930811.985,,,,,,,372703.6432,9930811.985,,
11/19/14 GPS PP11 11:45,OS19539,GPS PP11,RR,AV25867,11/19/2014 11:45,11/19/2014,November,2014,11:45,,NA,GPSPP11 11:45,,FORAGING/,<75/,<75/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/DUK/DAO/DIC/,,D/,N/,,372784.679,9930807.203,,,,,,,372784.679,9930807.203,,
11/19/14 GPS PP11 12:00,OS19539,GPS PP11,RR,AV25867,11/19/2014 12:00,11/19/2014,November,2014,12:00,,NA,GPSPP11 12:00,,RESTING/,<75/,<75/,DAR/DIY/DIT/OLV/OLI/DAH/DAN/DLL/DLF/DOC/DIG/DAS/BAM/DUK/DAO/DIC/,,D/,N/,,372791.7385,9930773.746,,,,,,,372791.7385,9930773.746,,
