dt.gps.time,Observer.Sample.ID,GPS,Observer,Avistaje.ID,dt-time,Date,Month,Year,Time,Ranging.Meters,Ranging.Deg,Ranging.Pt.of.Ref,AVG.Error,Activity,Immediate.Spread,Overall.Spread,Immediate.Subgroup.Composition,Additional.Group.Members,Group,Subgroup,Notes,utm_x,utm_y,x_disp,y_disp,Adj_x,Adj_y,Average_x,Average_y,Final_x,Final_y,second_x,second_y
11/04/15 GPS PP13 12:30,OS22546,GPS PP13,RE,AV30591,11/4/2015 12:30,11/4/2015,November,2015,12:30,NA,NA,GPS PP13 12:30,9,RESTING/MOVING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372607.4454,9929185.269,,,,,,,372607.4454,9929185.269,,
11/04/15 GPS PP13 12:45,OS22546,GPS PP13,RE,AV30591,11/4/2015 12:45,11/4/2015,November,2015,12:45,NA,NA,GPS PP13 12:45,8,MOVING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372617.378,9929145.782,,,,,,,372617.378,9929145.782,,
11/04/15 GPS PP13 13:00,OS22546,GPS PP13,RE,AV30591,11/4/2015 13:00,11/4/2015,November,2015,13:00,NA,NA,GPS PP13 13:00,12,MOVING/RESTING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372615.3452,9929114.426,,,,,,,372615.3452,9929114.426,,
11/04/15 GPS PP13 13:15,OS22546,GPS PP13,RE,AV30591,11/4/2015 13:15,11/4/2015,November,2015,13:15,NA,NA,GPS PP13 13:15,9,RESTING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372580.5239,9929137.652,,,,,,,372580.5239,9929137.652,,
11/04/15 GPS PP13 13:30,OS22546,GPS PP13,RE,AV30591,11/4/2015 13:30,11/4/2015,November,2015,13:30,NA,NA,GPS PP13 13:30,12,RESTING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372620.6449,9929122.924,,,,,,,372620.6449,9929122.924,,
11/04/15 GPS PP13 13:45,OS22546,GPS PP13,RE,AV30591,11/4/2015 13:45,11/4/2015,November,2015,13:45,NA,NA,GPS PP13 13:45,12,MOVING/RESTING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372628.9672,9929136.812,,,,,,,372628.9672,9929136.812,,
11/04/15 GPS PP13 14:00,OS22546,GPS PP13,RE,AV30591,11/4/2015 14:00,11/4/2015,November,2015,14:00,NA,NA,GPS PP13 14:00,10,MOVING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372640.2716,9929164.501,,,,,,,372640.2716,9929164.501,,
11/04/15 GPS PP13 14:15,OS22546,GPS PP13,RE,AV30591,11/4/2015 14:15,11/4/2015,November,2015,14:15,NA,NA,GPS PP13 14:15,7,MOVING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372629.3586,9929256.829,,,,,,,372629.3586,9929256.829,,
11/04/15 GPS PP13 14:30,OS22546,GPS PP13,RE,AV30591,11/4/2015 14:30,11/4/2015,November,2015,14:30,NA,NA,GPS PP13 14:30,8,MOVING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372607.985,9929345.313,,,,,,,372607.985,9929345.313,,
11/04/15 GPS PP13 14:45,OS22546,GPS PP13,RE,AV30591,11/4/2015 14:45,11/4/2015,November,2015,14:45,NA,NA,MATAPALO 775,,RESTING/FEEDING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372588.1428,9929370.548,,,,,,,372588.1428,9929370.548,,
11/04/15 GPS PP13 15:00,OS22546,GPS PP13,RE,AV30591,11/4/2015 15:00,11/4/2015,November,2015,15:00,NA,NA,GPS PP13 15:00,11,MOVING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372541.0781,9929379.688,,,,,,,372541.0781,9929379.688,,
11/04/15 GPS PP13 15:15,OS22546,GPS PP13,RE,AV30591,11/4/2015 15:15,11/4/2015,November,2015,15:15,NA,NA,GPS PP13 15:15,10,MOVING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372525.6895,9929415.057,,,,,,,372525.6895,9929415.057,,
11/04/15 GPS PP13 15:30,OS22546,GPS PP13,RE,AV30591,11/4/2015 15:30,11/4/2015,November,2015,15:30,NA,NA,GPS PP13 15:45,13,RESTING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372557.7095,9929439.632,,,,,,,372557.7095,9929439.632,,
11/04/15 GPS PP13 15:45,OS22546,GPS PP13,RE,AV30591,11/4/2015 15:45,11/4/2015,November,2015,15:45,NA,NA,LL-14-098,NR/,RESTING/,<100/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372551.5379,9929451.197,,,,,,,372551.5379,9929451.197,,
11/04/15 GPS PP13 16:00,OS22546,GPS PP13,RE,AV30591,11/4/2015 16:00,11/4/2015,November,2015,16:00,NA,NA,GPS PP13 16:00,8,MOVING/,<100/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372525.6838,9929531.58,,,,,,,372525.6838,9929531.58,,
11/04/15 GPS PP13 16:15,OS22546,GPS PP13,RE,AV30591,11/4/2015 16:15,11/4/2015,November,2015,16:15,NA,NA,GPS PP13 16:15,9,MOVING/RESTING/,<100/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372520.7659,9929581.86,,,,,,,372520.7659,9929581.86,,
11/04/15 GPS PP13 16:30,OS22546,GPS PP13,RE,AV30591,11/4/2015 16:30,11/4/2015,November,2015,16:30,NA,NA,GPS PP13 16:30,7,MOVING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372563.9655,9929622.259,,,,,,,372563.9655,9929622.259,,
11/04/15 GPS PP13 16:45,OS22546,GPS PP13,RE,AV30591,11/4/2015 16:45,11/4/2015,November,2015,16:45,NA,NA,GPS PP13 16:45,NR/,MOVING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372619.9356,9929612.855,,,,,,,372619.9356,9929612.855,,
11/04/15 GPS PP13 17:00,OS22546,GPS PP13,RE,AV30591,11/4/2015 17:00,11/4/2015,November,2015,17:00,NA,NA,GPS PP13 17:00,8,MOVING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372701.3938,9929595.536,,,,,,,372701.3938,9929595.536,,
11/04/15 GPS PP13 17:15,OS22546,GPS PP13,RE,AV30591,11/4/2015 17:15,11/4/2015,November,2015,17:15,NA,NA,GPS PP13 17:15,9,MOVING/,<100/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372779.2664,9929517.093,,,,,,,372779.2664,9929517.093,,
11/04/15 GPS PP13 17:30,OS22546,GPS PP13,RE,AV30591,11/4/2015 17:30,11/4/2015,November,2015,17:30,NA,NA,GPS PP13 17:30,8,MOVING/FEEDING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372808.3167,9929556.639,,,,,,,372808.3167,9929556.639,,
11/04/15 GPS PP13 17:45,OS22546,GPS PP13,RE,AV30591,11/4/2015 17:45,11/4/2015,November,2015,17:45,NA,NA,GPS PP13 17:45,8,FEEDING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372892.8737,9929559.053,,,,,,,372892.8737,9929559.053,,
11/04/15 GPS PP13 18:00,OS22546,GPS PP13,RE,AV30591,11/4/2015 18:00,11/4/2015,November,2015,18:00,NA,NA,GPS PP13 18:00,6,RESTING/FEEDING/,<75/,,GWN/GWP/GWW/CHA/CHP/CRO/CLA/CUZ/CAL/CAS/COR/COL/CEL/CHL/,,C/,N/,,372888.4787,9929544.164,,,,,,,372888.4787,9929544.164,,
11/05/15 GPS PP13 13:45,OS22547,GPS PP13,RE,AV30595,11/5/2015 13:45,11/5/2015,November,2015,13:45,NA,NA,GPS PP13 13:45,NR/,MOVING/,<75/,,CAL/CAS/GWN/GWP/GWW/CRO/CUZ/COR/COL/CEL/CHL/CHA/CHP/,,C/,Y/,,372308.4155,9929680.468,,,,,,,372308.4155,9929680.468,,
11/05/15 GPS PP13 14:00,OS22547,GPS PP13,RE,AV30595,11/5/2015 14:00,11/5/2015,November,2015,14:00,NA,NA,LL-14-112,,MOVING/FEEDING/,<75/,,CAL/CAS/GWN/GWP/GWW/CRO/CUZ/COR/COL/CEL/CHL/CHA/CHP/,,C/,Y/,,372258.0513,9929677.356,,,,,,,372258.0513,9929677.356,,
11/05/15 GPS PP13 14:15,OS22547,GPS PP13,RE,AV30595,11/5/2015 14:15,11/5/2015,November,2015,14:15,NA,NA,GPS PP13 14:15,9,FEEDING/RESTING/,<75/,,CAL/CAS/GWN/GWP/GWW/CRO/CUZ/COR/COL/CEL/CHL/CHA/CHP/,,C/,Y/,,372236.1798,9929641.857,,,,,,,372236.1798,9929641.857,,
11/05/15 GPS PP13 14:30,OS22547,GPS PP13,RE,AV30595,11/5/2015 14:30,11/5/2015,November,2015,14:30,NA,NA,MATAPALO 100,,MOVING/,<75/,,CAL/CAS/GWN/GWP/GWW/CRO/CUZ/COR/COL/CEL/CHL/CHA/CHP/,,C/,Y/,,372180.0161,9929619.262,,,,,,,372180.0161,9929619.262,,
11/05/15 GPS PP13 14:45,OS22547,GPS PP13,RE,AV30595,11/5/2015 14:45,11/5/2015,November,2015,14:45,NA,NA,GPS PP13 14:45,9,MOVING/,<100/,,CAL/CAS/GWN/GWP/GWW/CRO/CUZ/COR/COL/CEL/CHL/CHA/CHP/,,C/,Y/,,372194.3864,9929598.131,,,,,,,372194.3864,9929598.131,,
11/05/15 GPS PP13 15:00,OS22547,GPS PP13,RE,AV30595,11/5/2015 15:00,11/5/2015,November,2015,15:00,NA,NA,GPS PP13 15:00,8,MOVING/,<100/,,CAL/CAS/GWN/GWP/GWW/CRO/CUZ/COR/COL/CEL/CHL/CHA/CHP/,,C/G/,Y/,IGE- G - DIDN'T RANGE TOGETHER; G JUST PASSED BY,372160.6656,9929496.485,,,,,,,372160.6656,9929496.485,,
11/05/15 GPS PP13 15:15,OS22547,GPS PP13,RE,AV30595,11/5/2015 15:15,11/5/2015,November,2015,15:15,NA,NA,GPS PP13 15:15,10,FEEDING/RESTING/,<100/,,CAL/CAS/GWN/GWP/GWW/CRO/CUZ/COR/COL/CEL/CHL/CHA/CHP/,,C/,Y/,,372163.2213,9929497.537,,,,,,,372163.2213,9929497.537,,
11/05/15 GPS PP13 15:30,OS22547,GPS PP13,RE,AV30595,11/5/2015 15:30,11/5/2015,November,2015,15:30,NA,NA,GPS PP13 15:30,12,FEEDING/RESTING/,<75/,,CAL/CAS/GWN/GWP/GWW/CRO/CUZ/COR/COL/CEL/CHL/CHA/CHP/,,C/,Y/,,372158.7257,9929508.442,,,,,,,372158.7257,9929508.442,,
11/05/15 GPS PP13 15:45,OS22547,GPS PP13,RE,AV30595,11/5/2015 15:45,11/5/2015,November,2015,15:45,NA,NA,GPS PP13 15:45,11,MOVING/,<75/,,CAL/CAS/GWN/GWP/GWW/CRO/CUZ/COR/COL/CEL/CHL/CHA/CHP/,,C/,Y/,,372250.8521,9929569.44,,,,,,,372250.8521,9929569.44,,
11/05/15 GPS PP13 16:00,OS22547,GPS PP13,RE,AV30595,11/5/2015 16:00,11/5/2015,November,2015,16:00,NA,NA,GPS PP13 16:00,9,MOVING/,<100/,,CAL/CAS/GWN/GWP/GWW/CRO/CUZ/COR/COL/CEL/CHL/CHA/CHP/,,C/,Y/,,372378.488,9929491.472,,,,,,,372378.488,9929491.472,,
11/05/15 GPS PP13 16:15,OS22547,GPS PP13,RE,AV30595,11/5/2015 16:15,11/5/2015,November,2015,16:15,NA,NA,GPS PP13 16:15,9,MOVING/,<100/,,CAL/CAS/GWN/GWP/GWW/CRO/CUZ/COR/COL/CEL/CHL/CHA/CHP/,,C/,Y/,,372488.8315,9929403.367,,,,,,,372488.8315,9929403.367,,
11/05/15 GPS PP13 16:30,OS22547,GPS PP13,RE,AV30595,11/5/2015 16:30,11/5/2015,November,2015,16:30,NA,NA,GPS PP13 16:30,9,MOVING/,<100/,,CAL/CAS/GWN/GWP/GWW/CRO/CUZ/COR/COL/CEL/CHL/CHA/CHP/,,C/,Y/,,372552.6137,9929339.47,,,,,,,372552.6137,9929339.47,,
11/05/15 GPS PP13 16:45,OS22547,GPS PP13,RE,AV30595,11/5/2015 16:45,11/5/2015,November,2015,16:45,NA,NA,GPS PP13 16:45,8,MOVING/,<75/,,CAL/CAS/CRO/CUZ/COR/COL/CEL/CHL/CHA/CHP/,,C/,Y/,FISSION- GWN/GWP/GWW/,372548.1212,9929364.681,,,,,,,372548.1212,9929364.681,,
11/05/15 GPS PP13 17:00,OS22547,GPS PP13,RE,AV30595,11/5/2015 17:00,11/5/2015,November,2015,17:00,NA,NA,GPS PP13 17:00,10,FEEDING/MOVING/,<75/,,CAL/CAS/CRO/CUZ/COR/COL/CEL/CHL/CHA/CHP/,,C/,Y/,,372574.3538,9929232.475,,,,,,,372574.3538,9929232.475,,
11/05/15 GPS PP13 17:15,OS22547,GPS PP13,RE,AV30595,11/5/2015 17:15,11/5/2015,November,2015,17:15,NA,NA,GPS PP13 17:15,8,MOVING/,<75/,,CAL/CAS/CRO/CUZ/COR/COL/CEL/CHL/CHA/CHP/,,C/,Y/,,372611.2337,9929132.06,,,,,,,372611.2337,9929132.06,,
11/05/15 GPS PP13 17:30,OS22547,GPS PP13,RE,AV30595,11/5/2015 17:30,11/5/2015,November,2015,17:30,NA,NA,GPS PP13 17:30,8,FEEDING/,<75/,,CAL/CAS/CRO/CUZ/COR/COL/CEL/CHL/CHA/CHP/,,C/,Y/,,372796.37,9929111.271,,,,,,,372796.37,9929111.271,,
11/08/15 GPS PP13 8:00,OS22550,GPS PP13,RE,AV21772,11/8/2015 8:00,11/8/2015,November,2015,8:00,NA,NA,MATAPALO 900,,MOVING/,<75/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372629.3153,9929277.018,,,,,,,372629.3153,9929277.018,,
11/08/15 GPS PP13 8:15,OS22550,GPS PP13,RE,AV21772,11/8/2015 8:15,11/8/2015,November,2015,8:15,NA,NA,GPS PP13 8:15,13,MOVING/,<75/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372632.9048,9929299.104,,,,,,,372632.9048,9929299.104,,
11/08/15 GPS PP13 8:30,OS22550,GPS PP13,RE,AV21772,11/8/2015 8:30,11/8/2015,November,2015,8:30,NA,NA,GPS PP13 8:30,14,MOVING/,<75/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372639.6967,9929322.897,,,,,,,372639.6967,9929322.897,,
11/08/15 GPS PP13 8:45,OS22550,GPS PP13,RE,AV21772,11/8/2015 8:45,11/8/2015,November,2015,8:45,NA,NA,GPS PP13 8:45,13,MOVING/FEEDING/,<100/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372632.3442,9929394.221,,,,,,,372632.3442,9929394.221,,
11/08/15 GPS PP13 9:00,OS22550,GPS PP13,RE,AV21772,11/8/2015 9:00,11/8/2015,November,2015,9:00,NA,NA,GPS PP13 9:00,9,FEEDING/,<100/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372672.2981,9929354.943,,,,,,,372672.2981,9929354.943,,
11/08/15 GPS PP13 9:15,OS22550,GPS PP13,RE,AV21772,11/8/2015 9:15,11/8/2015,November,2015,9:15,NA,NA,GPS PP13 9:15,NR/,NR/,NR/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372678.5904,9929359.837,,,,,,,372678.5904,9929359.837,,
11/08/15 GPS PP13 9:30,OS22550,GPS PP13,RE,AV21772,11/8/2015 9:30,11/8/2015,November,2015,9:30,NA,NA,GPS PP13 9:30,11,RESTING/,<150/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372676.392,9929374.22,,,,,,,372676.392,9929374.22,,
11/08/15 GPS PP13 9:45,OS22550,GPS PP13,RE,AV21772,11/8/2015 9:45,11/8/2015,November,2015,9:45,NA,NA,GPS PP13 9:45,NR/,NR/,NR/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372668.7535,9929389.136,,,,,,,372668.7535,9929389.136,,
11/08/15 GPS PP13 10:00,OS22550,GPS PP13,RE,AV21772,11/8/2015 10:00,11/8/2015,November,2015,10:00,NA,NA,GPS PP13 10:00,12,MOVING/,<150/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372693.7847,9929464.123,,,,,,,372693.7847,9929464.123,,
11/08/15 GPS PP13 10:15,OS22550,GPS PP13,RE,AV21772,11/8/2015 10:15,11/8/2015,November,2015,10:15,NA,NA,GPS PP13 10:15,13,MOVING/,<100/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372736.4207,9929514.984,,,,,,,372736.4207,9929514.984,,
11/08/15 GPS PP13 10:30,OS22550,GPS PP13,RE,AV21772,11/8/2015 10:30,11/8/2015,November,2015,10:30,NA,NA,GPS PP13 10:30,11,MOVING/,<100/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372739.6652,9929543.312,,,,,,,372739.6652,9929543.312,,
11/08/15 GPS PP13 10:45,OS22550,GPS PP13,RE,AV21772,11/8/2015 10:45,11/8/2015,November,2015,10:45,NA,NA,GPS PP13 10:45,12,MOVING/FEEDING/,<75/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372636.6922,9929452.03,,,,,,,372636.6922,9929452.03,,
11/08/15 GPS PP13 11:00,OS22550,GPS PP13,RE,AV21772,11/8/2015 11:00,11/8/2015,November,2015,11:00,NA,NA,GPS PP13 11:00,10,MOVING/,<75/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372605.6831,9929440.232,,,,,,,372605.6831,9929440.232,,
11/08/15 GPS PP13 11:15,OS22550,GPS PP13,RE,AV21772,11/8/2015 11:15,11/8/2015,November,2015,11:15,NA,NA,GPS PP13 11:15,9,RESTING/MOVING/,<75/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372604.4593,9929448.227,,,,,,,372604.4593,9929448.227,,
11/08/15 GPS PP13 11:30,OS22550,GPS PP13,RE,AV21772,11/8/2015 11:30,11/8/2015,November,2015,11:30,NA,NA,GPS PP13 11:30,11,FEEDING/RESTING/,<75/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372575.8259,9929456.557,,,,,,,372575.8259,9929456.557,,
11/08/15 GPS PP13 11:45,OS22550,GPS PP13,RE,AV21772,11/8/2015 11:45,11/8/2015,November,2015,11:45,NA,NA,GPS PP13 11:45,17,RESTING/ ,<75/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372540.3148,9929470.361,,,,,,,372540.3148,9929470.361,,
11/08/15 GPS PP13 12:00,OS22550,GPS PP13,RE,AV21772,11/8/2015 12:00,11/8/2015,November,2015,12:00,NA,NA,GPS PP13 12:00,9,MOVING/,<100/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372486.9061,9929427.301,,,,,,,372486.9061,9929427.301,,
11/08/15 GPS PP13 12:15,OS22550,GPS PP13,RE,AV21772,11/8/2015 12:15,11/8/2015,November,2015,12:15,NA,NA,GPS PP13 12:15,10,RESTING/,<100/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372464.3434,9929416.793,,,,,,,372464.3434,9929416.793,,
11/08/15 GPS PP13 12:30,OS22550,GPS PP13,RE,AV21772,11/8/2015 12:30,11/8/2015,November,2015,12:30,NA,NA,GPS PP13 12:30,11,MOVING/,<100/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372584.9287,9929442.67,,,,,,,372584.9287,9929442.67,,
11/08/15 GPS PP13 12:45,OS22550,GPS PP13,RE,AV21772,11/8/2015 12:45,11/8/2015,November,2015,12:45,NA,NA,GPS PP13 12:45,11,RESTING/,<100/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372611.5608,9929449.933,,,,,,,372611.5608,9929449.933,,
11/08/15 GPS PP13 13:00,OS22550,GPS PP13,RE,AV21772,11/8/2015 13:00,11/8/2015,November,2015,13:00,NA,NA,GPS PP13 13:00,16,MOVING/,<100/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372640.5358,9929471.513,,,,,,,372640.5358,9929471.513,,
11/08/15 GPS PP13 13:15,OS22550,GPS PP13,RE,AV21772,11/8/2015 13:15,11/8/2015,November,2015,13:15,NA,NA,GPS PP13 13:15,18,MOVING/FEEDING/,<100/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372628.27,9929523.568,,,,,,,372628.27,9929523.568,,
11/08/15 GPS PP13 13:30,OS22550,GPS PP13,RE,AV21772,11/8/2015 13:30,11/8/2015,November,2015,13:30,NA,NA,GPS PP13 13:30,NR/,NR/,NR/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372641.2708,9929543.112,,,,,,,372641.2708,9929543.112,,
11/08/15 GPS PP13 13:45,OS22550,GPS PP13,RE,AV21772,11/8/2015 13:45,11/8/2015,November,2015,13:45,NA,NA,GPS PP13 13:45,12,MOVING/,<100/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372647.8814,9929550.312,,,,,,,372647.8814,9929550.312,,
11/08/15 GPS PP13 14:00,OS22550,GPS PP13,RE,AV21772,11/8/2015 14:00,11/8/2015,November,2015,14:00,NA,NA,GPS PP13 14:00,10,MOVING/,<75/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372568.985,9929527.099,,,,,,,372568.985,9929527.099,,
11/08/15 GPS PP13 14:15,OS22550,GPS PP13,RE,AV21772,11/8/2015 14:15,11/8/2015,November,2015,14:15,NA,NA,GPS PP13 14:15,12,MOVING/,<75/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372494.6117,9929474.059,,,,,,,372494.6117,9929474.059,,
11/08/15 GPS PP13 14:30,OS22550,GPS PP13,RE,AV21772,11/8/2015 14:30,11/8/2015,November,2015,14:30,NA,NA,GPS PP13 14:30,12,MOVING/,<75/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372364.5431,9929501.878,,,,,,,372364.5431,9929501.878,,
11/08/15 GPS PP13 14:45,OS22550,GPS PP13,RE,AV21772,11/8/2015 14:45,11/8/2015,November,2015,14:45,NA,NA,GPS PP13 14:45,12,FEEDING/,<75/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372351.4798,9929518.515,,,,,,,372351.4798,9929518.515,,
11/08/15 GPS PP13 15:00,OS22550,GPS PP13,RE,AV21772,11/8/2015 15:00,11/8/2015,November,2015,15:00,NA,NA,GPS PP13 15:00,12,MOVING/,<75/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372372.2025,9929455.999,,,,,,,372372.2025,9929455.999,,
11/08/15 GPS PP13 15:15,OS22550,GPS PP13,RE,AV21772,11/8/2015 15:15,11/8/2015,November,2015,15:15,NA,NA,GPS PP13 15:15,18,RESTING/,<75/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372361.5326,9929462.271,,,,,,,372361.5326,9929462.271,,
11/08/15 GPS PP13 15:30,OS22550,GPS PP13,RE,AV21772,11/8/2015 15:30,11/8/2015,November,2015,15:30,NA,NA,GPS PP13 15:30,11,MOVING/RESTING/,<75/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372321.5497,9929464.093,,,,,,,372321.5497,9929464.093,,
11/08/15 GPS PP13 15:45,OS22550,GPS PP13,RE,AV21772,11/8/2015 15:45,11/8/2015,November,2015,15:45,NA,NA,GPS PP13 15:45,13,MOVING/,<100/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372299.4746,9929511.862,,,,,,,372299.4746,9929511.862,,
11/08/15 GPS PP13 16:00,OS22550,GPS PP13,RE,AV21772,11/8/2015 16:00,11/8/2015,November,2015,16:00,NA,NA,GPS PP13 16:00,17,MOVING/,<75/,,GWN/GWP/GWW/CHL/CRO/CUZ/CAL/CAS/CHA/CHP/COR/CEL/COL/,,C/,Y/,,372210.9674,9929535.506,,,,,,,372210.9674,9929535.506,,
